threshold,accuracy_bit,accuracy_blur,accuracy_both,FP_bit,FP_blur,FP_both
0.0,0.019996040388041973,0.2730152445060384,0.272817263908137,0.9988745075970737,0.9985931344963421,0.9988745075970737
0.05,0.5175212829142743,0.4242724213027123,0.36210651356167095,0.26533483398987057,0.4335959482273495,0.5219471018570625
0.1,0.6000791922391605,0.48465650366264107,0.4444664422886557,0.1477208778840743,0.3421496904895892,0.3992684299380979
0.15000000000000002,0.6353197386656108,0.515343496337359,0.48742823203326074,0.09735509285312324,0.29290939786156445,0.33258300506471583
0.2,0.6523460700851317,0.5379132844981191,0.5147495545436547,0.07287563308947664,0.259144625773776,0.2920652785593697
0.25,0.664224905959216,0.5513759651554148,0.531973866561077,0.055993247045582444,0.2386043894203714,0.26617895329206526
0.30000000000000004,0.671550188081568,0.5650366264106118,0.5472183725994852,0.04558244231851435,0.21722003376477209,0.2425436128306134
0.35000000000000003,0.6757077806374975,0.5733518115224708,0.5575133636903583,0.03967360720315138,0.20455824423185143,0.22706809229037703
0.4,0.6794694119976242,0.5856266085923579,0.5703821025539497,0.03432751828925155,0.1859876195835678,0.2076533483398987
0.45,0.6828350821619481,0.595921599683231,0.5824589190259355,0.029544175576814855,0.17079347214406304,0.1899268429938098
0.5,0.6858047911304692,0.6018610176202732,0.5905761235398931,0.025323579065841307,0.16122678671918964,0.17726505346088914
0.55,0.6879825777073847,0.6054246683824985,0.5951296772916255,0.022228474957794037,0.15531795160382666,0.16994935284186832
0.6000000000000001,0.6891704612947931,0.6103741833300337,0.6010690952286676,0.020540236353404615,0.14715813168261113,0.16038266741699495
0.65,0.6903583448822015,0.6151257176796674,0.6062165907741042,0.018851997749015192,0.13984243106359032,0.15250422059651098
0.7000000000000001,0.6923381508612156,0.620273213225104,0.6127499505048505,0.016038266741699492,0.1325267304445695,0.14321890827236916
0.75,0.6943179568402297,0.6236388833894279,0.6163136012670758,0.013224535734383792,0.12661789532920653,0.13702870005627463
0.8,0.6951098792318353,0.6272025341516532,0.620273213225104,0.012099043331457513,0.1212718064153067,0.13111986494091166
0.8500000000000001,0.6964957434171452,0.6313601267075827,0.6256186893684419,0.010129431626336522,0.11536297129994373,0.12352279122115925
0.9,0.6970896852108494,0.6361116610572164,0.630568204315977,0.009285312324141813,0.10832864378165448,0.11620709060213844
0.9500000000000001,0.6976836270045536,0.6404672342110473,0.6355177192635122,0.008441193021947102,0.10185706246482837,0.10889138998311762
1.0,0.6986735299940606,0.6430409819837656,0.6390813700257375,0.007034327518289252,0.0976364659538548,0.10326392796848621
1.05,0.6990694911898634,0.6473965551375965,0.6438329043753712,0.006471581316826111,0.0911648846370287,0.09622960045019696
1.1,0.6994654523856662,0.6499703029103148,0.6468026133438923,0.005908835115362971,0.08750703432751829,0.09200900393922341
1.1500000000000001,0.699861413581469,0.6523460700851317,0.649574341714512,0.005346088913899831,0.08413055711873944,0.08806978052898143
1.2000000000000002,0.7004553553751732,0.656899623836864,0.6543258760641457,0.004501969611705121,0.07737760270118177,0.08103545301069218
1.25,0.7006533359730747,0.6610572163927935,0.6586814492179767,0.004220596510973551,0.07118739448508722,0.07456387169386607
1.3,0.700851316570976,0.6634329835676104,0.6612551969906949,0.0039392234102419805,0.06696679797411367,0.07006190208216094
1.35,0.7014452583646803,0.66620471193823,0.6646208671550188,0.0030951041080472708,0.06274620146314012,0.06499718626899269
1.4000000000000001,0.7016432389625816,0.6687784597109483,0.6673925955256385,0.0028137310073157004,0.05908835115362971,0.0610579628587507
1.4500000000000002,0.7024351613541873,0.6743219164521876,0.6735299940605821,0.0016882386043894203,0.050928531232414184,0.05205402363534046
1.5,0.7024351613541873,0.6757077806374975,0.674915858245892,0.0016882386043894203,0.04811480022509848,0.04924029262802476
1.55,0.7024351613541873,0.679865373193427,0.6790734508018215,0.0016882386043894203,0.04164321890827237,0.04276871131119865
1.6,0.7024351613541873,0.6810532567808355,0.6802613343892299,0.0016882386043894203,0.038266741699493526,0.03939223410241981
1.6500000000000001,0.7024351613541873,0.6840229657493566,0.683231043357751,0.0016882386043894203,0.03376477208778841,0.03489026449071469
1.7000000000000002,0.7026331419520887,0.6885765195010889,0.6877845971094833,0.0014068655036578502,0.026449071468767585,0.027574563871693866
1.75,0.7030291031478915,0.6919421896654128,0.69154622846961,0.0008441193021947102,0.021102982554867755,0.021665728756330896
1.8,0.7030291031478915,0.693526034448624,0.6931300732528213,0.0008441193021947102,0.018007878446820485,0.018570624648283626
1.85,0.7032270837457929,0.6974856464066521,0.6970896852108494,0.0005627462014631402,0.012099043331457513,0.012661789532920653
1.9000000000000001,0.7032270837457929,0.7022371807562859,0.7018412195604831,0.0005627462014631402,0.0039392234102419805,0.004501969611705121
1.9500000000000002,0.7036230449415958,0.7032270837457929,0.7032270837457929,0.0,0.0005627462014631402,0.0005627462014631402
2.0,0.7036230449415958,0.7036230449415958,0.7036230449415958,0.0,0.0,0.0
